rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type
53,2026-05-13,2026,Ke'Bryan Hayes,,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Scheduled,Great American Ball Park,home,1,Jake Irvin,Jake Irvin,Jake Irvin,663623,R,Jake Irvin,663623,Nick Lodolo,666157,990,DraftKings,9.17,41.67,missing,,,,,,,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,"{""player"":""Ke'Bryan Hayes"",""player_key"":""kebryan hayes"",""team"":""Cincinnati Reds"",""team_key"":""cincinnati reds"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""990"",""book"":""DraftKings"",""consensus_odds"":""915"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+990 | FanDuel:+980 | Caesars:+850 | BetMGM:+800"",""raw_books_seen"":""DraftKings:+990 | FanDuel:+980 | Caesars:+850 | BetMGM:+800"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Washington Nationals,probable,8,39.7,5.22,1.36,4.43,9.24,4.02,9.30,3.63,1.13,54.26,NEUTRAL,54.26,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH
54,2026-05-13,2026,Nick Gonzales,,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Scheduled,PNC Park,home,1,Jose Quintana,Jose Quintana,Jose Quintana,500779,L,Jose Quintana,500779,Mitch Keller,656605,980,FanDuel,9.26,41.63,missing,,,,,,,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Nick Gonzales"",""player_key"":""nick gonzales"",""team"":""Pittsburgh Pirates"",""team_key"":""pittsburgh pirates"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""980"",""book"":""FanDuel"",""consensus_odds"":""865"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+980 | DraftKings:+880 | Caesars:+850 | BetMGM:+800"",""raw_books_seen"":""FanDuel:+980 | DraftKings:+880 | Caesars:+850 | BetMGM:+800"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Colorado Rockies,probable,6,30.0,3.90,1.33,6.08,8.73,2.12,4.20,3.90,1.50,59.23,LIVE,59.23,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH
55,2026-05-13,2026,Ceddanne Rafaela,,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,824763,2026-05-13T22:45:00Z,Scheduled,Fenway Park,home,1,Andrew Painter,Andrew Painter,Andrew Painter,691725,R,Andrew Painter,691725,Sonny Gray,543243,980,FanDuel,9.26,41.63,missing,,,,,,,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,"{""player"":""Ceddanne Rafaela"",""player_key"":""ceddanne rafaela"",""team"":""Boston Red Sox"",""team_key"":""boston red sox"",""game"":""Philadelphia Phillies @ Boston Red Sox"",""game_key"":""philadelphia phillies @ boston red sox"",""market"":""HR"",""line"":""0.5"",""odds"":""980"",""book"":""FanDuel"",""consensus_odds"":""890"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+980 | DraftKings:+930 | Caesars:+850 | BetMGM:+800"",""raw_books_seen"":""FanDuel:+980 | DraftKings:+930 | Caesars:+850 | BetMGM:+800 | FanDuel:+760 | Caesars:+750 | DraftKings:+750 | BetMGM:+725"",""removed_outliers"":""4"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Philadelphia Phillies,probable,6,32.7,6.89,1.71,5.29,8.44,10.05,8.27,3.31,1.65,86.72,ATTACK,86.72,MATCH,Fenway Park,Fenway Park,Boston Red Sox,52.00,52.00,52.00,NEUTRAL,Neutral HR environment,MATCH
56,2026-05-13,2026,Cedric Mullins,,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Scheduled,Rogers Centre,away,0,Dylan Cease,Dylan Cease,Dylan Cease,656302,R,Dylan Cease,656302,Griffin Jax,643377,980,FanDuel,9.26,41.63,missing,,,,,,,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Cedric Mullins"",""player_key"":""cedric mullins"",""team"":""Tampa Bay Rays"",""team_key"":""tampa bay rays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""980"",""book"":""FanDuel"",""consensus_odds"":""940"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+980 | DraftKings:+980 | BetMGM:+900 | Caesars:+850"",""raw_books_seen"":""FanDuel:+980 | DraftKings:+980 | BetMGM:+900 | Caesars:+850 | DraftKings:+800 | FanDuel:+730 | BetMGM:+650 | Caesars:+625"",""removed_outliers"":""4"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Toronto Blue Jays,probable,8,45.3,2.58,1.24,2.77,6.99,3.20,13.10,3.57,0.20,16.95,AVOID,16.95,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH
57,2026-05-13,2026,Chase Meidroth,,Chicago White Sox,Kansas City Royals,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Scheduled,Rate Field,home,1,Seth Lugo,Seth Lugo,Seth Lugo,607625,R,Seth Lugo,607625,Noah Schultz,702273,980,FanDuel,9.26,41.63,missing,,,,,,,Chicago White Sox,Kansas City Royals @ Chicago White Sox,"{""player"":""Chase Meidroth"",""player_key"":""chase meidroth"",""team"":""Chicago White Sox"",""team_key"":""chicago white sox"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""980"",""book"":""FanDuel"",""consensus_odds"":""940"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+980 | DraftKings:+940 | Caesars:+850"",""raw_books_seen"":""FanDuel:+980 | DraftKings:+940 | Caesars:+850"",""removed_outliers"":""0"",""odds_quality"":""NORMAL_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Kansas City Royals,probable,8,47.7,3.21,1.36,4.25,9.30,7.16,7.93,3.21,0.19,36.99,AVOID,36.99,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH
58,2026-05-13,2026,Nick Loftin,,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Scheduled,Rate Field,away,0,Noah Schultz,Noah Schultz,Noah Schultz,702273,L,Noah Schultz,702273,Seth Lugo,607625,980,FanDuel,9.26,41.63,missing,,,,,,,Kansas City Royals,Kansas City Royals @ Chicago White Sox,"{""player"":""Nick Loftin"",""player_key"":""nick loftin"",""team"":""Kansas City Royals"",""team_key"":""kansas city royals"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""980"",""book"":""FanDuel"",""consensus_odds"":""960"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+980 | DraftKings:+960 | Caesars:+850"",""raw_books_seen"":""FanDuel:+980 | DraftKings:+960 | Caesars:+850"",""removed_outliers"":""0"",""odds_quality"":""NORMAL_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago White Sox,probable,5,25.0,4.68,1.32,5.21,8.28,5.17,8.28,5.76,0.72,56.53,LIVE,56.53,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH
59,2026-05-13,2026,Tyrone Taylor,,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,823631,2026-05-13T23:10:00Z,Scheduled,Citi Field,home,1,Framber Valdez,Framber Valdez,Framber Valdez,664285,L,Framber Valdez,664285,Christian Scott,681035,980,FanDuel,9.26,41.63,missing,,,,,,,New York Mets,Detroit Tigers @ New York Mets,"{""player"":""Tyrone Taylor"",""player_key"":""tyrone taylor"",""team"":""New York Mets"",""team_key"":""new york mets"",""game"":""Detroit Tigers @ New York Mets"",""game_key"":""detroit tigers @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""980"",""book"":""FanDuel"",""consensus_odds"":""878"",""trusted_books_count"":""2"",""trusted_books"":""FanDuel:+980 | BetMGM:+775"",""raw_books_seen"":""FanDuel:+980 | BetMGM:+775"",""removed_outliers"":""0"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Detroit Tigers,probable,8,43.3,4.57,1.41,4.84,7.88,7.43,7.27,3.12,1.04,59.25,LIVE,59.25,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH
60,2026-05-13,2026,Luis Torrens,,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,823631,2026-05-13T23:10:00Z,Scheduled,Citi Field,home,1,Framber Valdez,Framber Valdez,Framber Valdez,664285,L,Framber Valdez,664285,Christian Scott,681035,960,DraftKings,9.43,41.55,missing,,,,,,,New York Mets,Detroit Tigers @ New York Mets,"{""player"":""Luis Torrens"",""player_key"":""luis torrens"",""team"":""New York Mets"",""team_key"":""new york mets"",""game"":""Detroit Tigers @ New York Mets"",""game_key"":""detroit tigers @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""960"",""book"":""DraftKings"",""consensus_odds"":""890"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+960 | BetMGM:+900 | FanDuel:+880 | Caesars:+850"",""raw_books_seen"":""DraftKings:+960 | BetMGM:+900 | FanDuel:+880 | Caesars:+850"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Detroit Tigers,probable,8,43.3,4.57,1.41,4.84,7.88,7.43,7.27,3.12,1.04,59.25,LIVE,59.25,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH
61,2026-05-13,2026,J.P. Crawford,,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,824195,2026-05-14T00:10:00Z,Scheduled,Daikin Park,away,0,Lance McCullers Jr.,Lance McCullers Jr.,Lance McCullers Jr.,621121,R,Lance McCullers Jr.,621121,Bryce Miller,682243,960,DraftKings,9.43,41.55,missing,,,,,,,Seattle Mariners,Seattle Mariners @ Houston Astros,"{""player"":""J.P. Crawford"",""player_key"":""jp crawford"",""team"":""Seattle Mariners"",""team_key"":""seattle mariners"",""game"":""Seattle Mariners @ Houston Astros"",""game_key"":""seattle mariners @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""960"",""book"":""DraftKings"",""consensus_odds"":""920"",""trusted_books_count"":""3"",""trusted_books"":""DraftKings:+960 | FanDuel:+920 | Caesars:+850"",""raw_books_seen"":""DraftKings:+960 | FanDuel:+920 | Caesars:+850 | DraftKings:+960"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Houston Astros,probable,7,34.0,7.41,1.50,5.12,9.06,9.22,9.79,5.29,1.32,80.64,ATTACK,80.64,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH
62,2026-05-13,2026,Darell Hernaiz,,Athletics,St. Louis Cardinals,St. Louis Cardinals @ Athletics,825010,2026-05-14T01:40:00Z,Scheduled,Sutter Health Park,home,1,Matthew Liberatore,Matthew Liberatore,Matthew Liberatore,669461,L,Matthew Liberatore,669461,J.T. Ginn,669372,940,DraftKings,9.62,41.47,missing,,,,,,,Athletics,St. Louis Cardinals @ Athletics,"{""player"":""Darell Hernaiz"",""player_key"":""darell hernaiz"",""team"":""Oakland Athletics"",""team_key"":""oakland athletics"",""game"":""St. Louis Cardinals @ Athletics"",""game_key"":""st louis cardinals @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""940"",""book"":""DraftKings"",""consensus_odds"":""910"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+940 | FanDuel:+920 | BetMGM:+900 | Caesars:+850"",""raw_books_seen"":""DraftKings:+940 | FanDuel:+920 | BetMGM:+900 | Caesars:+850 | DraftKings:+940"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,St. Louis Cardinals,probable,8,42.0,4.07,1.43,5.58,8.57,4.80,6.21,3.43,1.71,71.52,LIVE,71.52,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH
63,2026-05-13,2026,Jorge Mateo,,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Scheduled,Truist Park,home,1,Shota Imanaga,Shota Imanaga,Shota Imanaga,684007,L,Shota Imanaga,684007,JR Ritchie,702275,920,DraftKings,9.80,41.39,missing,,,,,,,Atlanta Braves,Chicago Cubs @ Atlanta Braves,"{""player"":""Jorge Mateo"",""player_key"":""jorge mateo"",""team"":""Atlanta Braves"",""team_key"":""atlanta braves"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""920"",""book"":""DraftKings"",""consensus_odds"":""840"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+920 | FanDuel:+880 | BetMGM:+800 | Caesars:+750"",""raw_books_seen"":""DraftKings:+920 | FanDuel:+880 | BetMGM:+800 | Caesars:+750 | DraftKings:+920"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago Cubs,probable,8,47.3,2.28,0.93,3.12,7.69,2.45,10.08,2.47,0.76,10.73,AVOID,10.73,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH
64,2026-05-13,2026,Ezequiel Tovar,,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Scheduled,PNC Park,away,0,Mitch Keller,Mitch Keller,Mitch Keller,656605,R,Mitch Keller,656605,Jose Quintana,500779,920,FanDuel,9.80,41.39,missing,,,,,,,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Ezequiel Tovar"",""player_key"":""ezequiel tovar"",""team"":""Colorado Rockies"",""team_key"":""colorado rockies"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""920"",""book"":""FanDuel"",""consensus_odds"":""885"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+920 | BetMGM:+900 | DraftKings:+870 | Caesars:+850"",""raw_books_seen"":""FanDuel:+920 | BetMGM:+900 | DraftKings:+870 | Caesars:+850 | FanDuel:+920"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Pittsburgh Pirates,probable,8,47.0,2.87,1.04,4.10,9.79,3.00,6.70,2.68,0.38,15.79,AVOID,15.79,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH
65,2026-05-13,2026,Troy Johnston,,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Scheduled,PNC Park,away,0,Mitch Keller,Mitch Keller,Mitch Keller,656605,R,Mitch Keller,656605,Jose Quintana,500779,920,DraftKings,9.80,41.39,missing,,,,,,,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Troy Johnston"",""player_key"":""troy johnston"",""team"":""Colorado Rockies"",""team_key"":""colorado rockies"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""920"",""book"":""DraftKings"",""consensus_odds"":""890"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+920 | BetMGM:+900 | FanDuel:+880 | Caesars:+750"",""raw_books_seen"":""DraftKings:+920 | BetMGM:+900 | FanDuel:+880 | Caesars:+750 | DraftKings:+920"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Pittsburgh Pirates,probable,8,47.0,2.87,1.04,4.10,9.79,3.00,6.70,2.68,0.38,15.79,AVOID,15.79,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH
66,2026-05-13,2026,Xavier Edwards,,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,away,0,Simeon Woods Richardson,Simeon Woods Richardson,Simeon Woods Richardson,680573,R,Simeon Woods Richardson,680573,Max Meyer,676974,920,DraftKings,9.80,41.39,missing,,,,,,,Miami Marlins,Miami Marlins @ Minnesota Twins,"{""player"":""Xavier Edwards"",""player_key"":""xavier edwards"",""team"":""Miami Marlins"",""team_key"":""miami marlins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""920"",""book"":""DraftKings"",""consensus_odds"":""850"",""trusted_books_count"":""3"",""trusted_books"":""DraftKings:+920 | Caesars:+850 | FanDuel:+820"",""raw_books_seen"":""BetMGM:+1500 | DraftKings:+920 | Caesars:+850 | FanDuel:+820 | BetMGM:+1500"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Minnesota Twins,probable,8,39.0,6.92,1.72,6.60,8.22,8.78,4.38,3.69,1.85,93.63,ATTACK,93.63,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH
67,2026-05-13,2026,Cesar Prieto,,St. Louis Cardinals,Athletics,St. Louis Cardinals @ Athletics,825010,2026-05-14T01:40:00Z,Scheduled,Sutter Health Park,away,0,J.T. Ginn,J.T. Ginn,J.T. Ginn,669372,R,J.T. Ginn,669372,Matthew Liberatore,669461,920,FanDuel,9.80,41.39,missing,,,,,,,St. Louis Cardinals,Milwaukee Brewers @ St. Louis Cardinals,"{""player"":""Cesar Prieto"",""player_key"":""cesar prieto"",""team"":""St Louis Cardinals"",""team_key"":""st louis cardinals"",""game"":""Milwaukee Brewers @ St. Louis Cardinals"",""game_key"":""milwaukee brewers @ st louis cardinals"",""market"":""HR"",""line"":""0.5"",""odds"":""920"",""book"":""FanDuel"",""consensus_odds"":""860"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+920 | DraftKings:+860 | Caesars:+850"",""raw_books_seen"":""FanDuel:+920 | DraftKings:+860 | Caesars:+850"",""removed_outliers"":""0"",""odds_quality"":""NORMAL_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Athletics,probable,6,37.3,3.62,1.13,4.68,8.28,3.45,7.47,3.62,1.21,43.55,NEUTRAL,43.55,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH
68,2026-05-13,2026,Cole Young,,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,824195,2026-05-14T00:10:00Z,Scheduled,Daikin Park,away,0,Lance McCullers Jr.,Lance McCullers Jr.,Lance McCullers Jr.,621121,R,Lance McCullers Jr.,621121,Bryce Miller,682243,920,FanDuel,9.80,41.39,missing,,,,,,,Seattle Mariners,Seattle Mariners @ Houston Astros,"{""player"":""Cole Young"",""player_key"":""cole young"",""team"":""Seattle Mariners"",""team_key"":""seattle mariners"",""game"":""Seattle Mariners @ Houston Astros"",""game_key"":""seattle mariners @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""920"",""book"":""FanDuel"",""consensus_odds"":""900"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+920 | DraftKings:+900 | Caesars:+850"",""raw_books_seen"":""FanDuel:+920 | DraftKings:+900 | Caesars:+850 | FanDuel:+920"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Houston Astros,probable,7,34.0,7.41,1.50,5.12,9.06,9.22,9.79,5.29,1.32,80.64,ATTACK,80.64,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH
69,2026-05-13,2026,Willi Castro,,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Scheduled,PNC Park,away,0,Mitch Keller,Mitch Keller,Mitch Keller,656605,R,Mitch Keller,656605,Jose Quintana,500779,910,DraftKings,9.90,41.34,missing,,,,,,,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Willi Castro"",""player_key"":""willi castro"",""team"":""Colorado Rockies"",""team_key"":""colorado rockies"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""910"",""book"":""DraftKings"",""consensus_odds"":""860"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+910 | BetMGM:+900 | FanDuel:+820 | Caesars:+750"",""raw_books_seen"":""DraftKings:+910 | BetMGM:+900 | FanDuel:+820 | Caesars:+750 | DraftKings:+910"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Pittsburgh Pirates,probable,8,47.0,2.87,1.04,4.10,9.79,3.00,6.70,2.68,0.38,15.79,AVOID,15.79,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH
70,2026-05-13,2026,Liam Hicks,,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,away,0,Simeon Woods Richardson,Simeon Woods Richardson,Simeon Woods Richardson,680573,R,Simeon Woods Richardson,680573,Max Meyer,676974,900,BetMGM,10.00,41.30,missing,,,,,,,Miami Marlins,Miami Marlins @ Minnesota Twins,"{""player"":""Liam Hicks"",""player_key"":""liam hicks"",""team"":""Miami Marlins"",""team_key"":""miami marlins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""900"",""book"":""BetMGM"",""consensus_odds"":""720"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+900 | Caesars:+750 | DraftKings:+690 | FanDuel:+680"",""raw_books_seen"":""BetMGM:+900 | Caesars:+750 | DraftKings:+690 | FanDuel:+680 | BetMGM:+900"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Minnesota Twins,probable,8,39.0,6.92,1.72,6.60,8.22,8.78,4.38,3.69,1.85,93.63,ATTACK,93.63,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH
